Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,CG_1018.1,CG_1021.1,CG_1023,CG_1024.1,CG_1025.1,CG_1026.1,CG_1080,CG_1081,CG_1082,CU_1019.1,CU_1020.1,CU_1027.1,CU_1060.1,CU_1078,CU_1079,PI_1035,PI_1115,PI_1160,PI_1161,PI_1162,PI_1163,PI_1164,PI_1165,PI_1167,PI_1169,PI_1170,PI_1171,PI_1172,PI_1173,PI_1174,PR_1101,PR_1102,PR_1116,PR_1117,PR_1118.1,PR_1119,PR_1120,PR_1121,PR_1122,PR_1123,PR_1124,PR_1125,PR_1175,PR_1176,PR_1177,AmazonID,ResponseID,SurveyLatitude,SurveyLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
22,18-30,Male,No_degree,62500,White,Frederick,MD,00000,"Frederick, MD",39.43329,-77.415591,9,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,A1RILUP7EBYOQ1,R_4UXlpbZCFFUvYfX,38.78509521,-77.28659821,5,1,No,5,1,No,No,Concordia,KS,,,,,Burke,VA,22015,7,,,1,
35,31-40,Female,Bachelors,12500,White,Des Moines,IA,50312,"Des Moines, IA",41.5790215,-93.6410755,35,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,AQ2INPVVXR1G0,R_1HUug0cDzGvWhxj,42.98350525,-81.23860168,4,1,No,4.888888889,1,No,No,Des Moines,IA,,,,,West Des Moines,IA,50265,35,,,1,
23,18-30,Male,No_degree,1,White,Stockton,CA,95236,"Stockton, CA",38.004171,-121.181302,23,5,5,5,5,5,5,3,5,5,1,2,1,1,1,3,3,2,4,4,1,1,2,3,5,3,3,1,3,2,2,5,2,3,2,,1,2,3,1,2,3,3,3,1,3,A3JMQCTNDWMUQF,R_5bgFWyw2YAXaHRj,39.55439758,-119.8054047,3,3,No,4.777777778,1.5,No,No,Stockton,CA,,Stockton,CA,,Reno,NV,89503,2,,,2,Japanese
53,51-60,Female,Associates,62500,White,Cranston,RI,02920,"Cranston, RI",41.770652,-71.475469,40,5,5,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A3OF9HAEZVBQ3G,R_1UeTUFZNUZfU31r,41.70500183,-71.46040344,3,1,No,4.777777778,1,No,No,Cranston,RI,,Kingston,RI,,West Warwick,RI,02893,4,,,1,
39,31-40,Male,Associates,37500,White,Green River,UT,84525,"Green River, UT",38.9912325,-110.1264725,39,5,5,5,5,4,5,3,5,5,1,1,1,1,5,2,1,4,3,4,4,3,2,5,5,4,3,5,5,1,3,3,1,2,2,,1,1,1,1,1,1,2,1,3,2,A1OS4YKRBTBPTG,R_0UkDfQcD5r21mnj,38.98510742,-110.6589966,3,5,Consider,4.666666667,1.833333333,No,Flag,Price,UT,,Salt Lake City,UT,,Green River,UT,84525,39,,,1,
59,51-60,Female,HS_diploma,75000,White,Houston,TX,77083,"Houston, TX",29.7413505,-95.5223475,25,5,5,5,5,4,5,4,5,5,3,3,2,2,3,3,1,3,2,5,3,3,2,4,4,3,1,2,2,4,3,2,1,1,2,,2,2,2,2,1,2,1,2,2,3,A2QUQ0S2F6K3QJ,R_29Q3j8qqBaH4RW5,47.61540222,-122.2102966,4,3,No,4.777777778,2.666666667,Consider,Flag,Houston,TX,,Houston,TX,,Newcastle,WA,98056,5,,,1,
32,31-40,Female,Bachelors,75000,White,Germantown,MD,20874,"Germantown, MD",39.154879,-77.272995,32,5,5,5,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,3,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A27O2IILV3S5YS,R_a4d5gdIYGMQBtPf,39.46240234,-77.27580261,3,1,No,4.777777778,1,No,No,Germantown,MD,,Germantown,MD,,Germantown,MD,20874,32,,,2,French
39,31-40,Male,HS_diploma,62500,White,Lockport,IL,60441,"Lockport, IL",41.59135598,-88.03986083,25,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,2,5,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,A2YGAEODJ5SSF6,R_6EyPgWz30eNFPcV,41.60450745,-87.99559784,5,1,No,5,1,No,No,Chicago,IL,,Chicago,IL,,Lockport,IL,60441,36,,,1,
29,18-30,Male,Graduate,50000,White,Houghton,MI,49935,"Houghton, MI",46.6016085,-88.607401,15,4,4,5,5,4,4,3,4,4,2,2,2,2,3,2,2,3,2,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,,3,3,3,3,3,3,3,3,3,3,A3770CWO9OHZDN,R_0IMTJ41jtODMwex,34.04379272,-118.2512054,3,3,No,4.111111111,2.166666667,Consider,Flag,Nashville-Davidson,TN,,,,,Houghton,MI,49935,15,,,3,"Russian, Finnish"
42,41-50,Male,Bachelors,75000,White,Ruch,OR,00000,"Ruch, OR",42.231368,-123.040322,15,5,5,5,5,4,5,5,5,5,2,2,2,2,3,3,1,3,1,4,2,2,1,3,5,2,1,2,1,3,1,2,1,4,3,,2,2,2,3,4,4,4,1,2,4,A30AFC17LLJFV6,R_6yWltOGZhL3NV8p,45.57739258,-122.6208038,4,3,No,4.888888889,2.333333333,Consider,Flag,Chico,CA,,Indianapolis,IN,,Portland,OR,97217,11,,,1,
50,41-50,Male,Bachelors,50000,White,Bellmore,NY,11710,"Bellmore, NY",40.6665695,-73.5315585,14,5,5,5,5,1,5,1,5,5,1,1,1,1,1,3,1,2,1,2,1,1,1,3,5,1,1,1,2,1,2,2,1,1,1,,1,1,1,1,1,2,2,1,1,3,A392P1JQB1KR2E,R_9vutW2JBWevoveB,29.30050659,-81.19480133,1,3,Consider,4.111111111,1.333333333,No,Flag,Bronx,NY,,Brooklyn,NY,,Ormond Beach,FL,32174,16,,,1,
26,18-30,Male,No_degree,25000,Hispanic,Miami,FL,33125,"Miami, FL",25.778855,-80.2213665,16,5,5,5,5,3,5,5,5,4,1,1,1,1,5,2,3,5,2,3,2,5,1,2,5,2,1,1,3,2,5,3,4,4,2,,1,2,1,5,3,1,2,1,2,5,AAE6DGZOC9EWQ,R_9QR0ADbzveMpMFf,25.81239319,-80.24009705,3,5,Consider,4.666666667,1.833333333,No,Flag,Managua,,Nicaragua - NI,Managua,,Nicaragua - NI,Miami,FL,33145,10,,,2,Spanish
31,31-40,Female,Bachelors,25000,White,Manassas,VA,20110,"Manassas, VA",38.7481895,-77.486149,19,5,5,5,4,4,5,2,5,5,2,1,1,1,3,1,2,3,1,3,3,1,1,1,5,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,3,3,A195MOXRMNHRVT,R_6FpGweiHvI9r9Zj,38.93539429,-77.02839661,2,3,Consider,4.444444444,1.5,No,Flag,Fairfax,VA,,Alexandria,VA,,Alexandria,VA,22310,5,,,1,
51,51-60,Female,Bachelors,50000,White,Dorset,VT,00000,"Dorset, VT",43.26046,-73.108367,14,5,5,5,5,5,5,4,5,5,1,1,1,1,1,2,4,4,2,4,4,2,1,3,5,3,5,1,2,3,4,1,3,2,3,,4,2,3,4,3,2,4,1,3,2,A1U8HCXVACOGJ8,R_eqzBlRMxtajKnsh,41.76359558,-70.71600342,4,2,No,4.888888889,1.166666667,No,No,Morristown,NJ,,St. Albans,VT,,Quincy,MA,02170,5,,,1,
22,18-30,Male,No_degree,62500,White,Colorado Springs,CO,80919,"Colorado Springs, CO",38.897025,-104.8035845,12,5,5,4,5,3,4,5,5,5,2,1,2,2,1,2,1,2,1,2,2,2,1,3,4,2,1,2,2,3,2,1,1,2,2,,2,1,2,2,2,2,2,2,1,2,AMQK5FIDUG4QO,R_1CaYJfP3ptZFHxz,,,3,2,No,4.555555556,1.666666667,No,No,Los Angeles,CA,,Duluth,MN,,Golden,CO,80401,4,,,1,
27,18-30,Female,Bachelors,37500,White,Staten Island,NY,10314,"Staten Island, NY",40.582589,-74.143559,27,5,5,5,4,4,4,5,5,5,1,1,1,1,3,1,1,1,1,5,3,3,1,3,3,4,1,1,2,1,2,1,2,1,1,,1,1,1,1,1,1,3,1,2,3,AR22D9E55HQBF,R_6ljNagyWAt3eRmJ,40.62339783,-74.02880096,4,3,No,4.666666667,1.333333333,No,No,Kefalonia,,Greece - GR,,,,Staten Island,NY,10314,27,,,1,
58,51-60,Female,Associates,100000,White,Pembroke Pines,FL,33026,"Pembroke Pines, FL",26.0219745,-80.318916,24,5,5,5,5,3,5,2,5,5,1,3,1,2,1,2,1,5,2,5,2,2,2,3,5,2,1,1,1,2,2,2,2,2,1,,2,2,2,2,2,2,3,1,2,2,A1DNJ3C38BJ0MJ,R_0O3owTpD5ieSFFP,28.14900208,-80.65280151,2,3,Consider,4.444444444,1.666666667,No,Flag,Hollywood,FL,,Brooklyn,NY,,Melbourne,FL,32940,2,,,1,
27,18-30,Female,Associates,25000,White,La Crosse,WI,54601,"La Crosse, WI",43.8122645,-91.2207645,18,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,2,3,1,3,1,4,1,4,5,2,1,1,1,2,1,1,1,2,2,,2,1,2,1,1,2,1,3,1,2,A10GGZXCBKPQLR,R_eA30TPOHifJ8ryt,41.90379333,-87.67569733,2,1,Consider,4.666666667,1,No,Flag,Milwaukee,WI,,Lubbock,TX,,Chicago,IL,60647,9,,,1,
26,18-30,Female,HS_diploma,37500,White,Yukon,OK,73099,"Yukon, OK",35.5080645,-97.7492395,22,4,5,5,5,3,4,3,5,5,1,1,1,1,2,1,1,3,1,2,3,1,1,2,5,1,1,1,2,2,1,4,2,4,4,,3,2,3,4,2,3,3,1,1,3,A19TL7AJ0FB1JG,R_bpU0p5LtbBnCIol,35.53309631,-97.77069855,3,2,No,4.333333333,1.166666667,No,No,Mustang,OK,,Yukon,OK,,Yukon,OK,73099,22,,,1,
67,61_up,Female,Bachelors,75000,White,Baltimore,MD,21207,"Baltimore, MD",39.31483,-76.67227,18,5,5,5,5,5,5,5,5,5,2,1,2,1,2,2,5,5,1,5,4,4,4,5,5,5,4,1,1,2,5,2,2,4,4,,1,1,4,2,4,4,5,1,5,5,A21SFV3QQBIUXM,R_cAsjlKEZnfduhsF,39.33540344,-76.7888031,5,2,No,5,1.666666667,No,No,Baltimore,MD,,Baltimore,MD,,Baltimore,MD,21207,49,,,1,
59,51-60,Male,Graduate,50000,White,Ashtabula,OH,44004,"Ashtabula, OH",41.8736735,-80.7965875,11,1,5,5,5,4,5,4,5,5,1,1,1,1,1,2,1,4,1,1,1,5,2,3,5,4,2,1,1,4,4,4,4,4,4,,4,4,4,2,4,3,4,1,4,4,A2WCXJZEXXR60A,R_1AB7hAXTCOVayJ7,37.33380127,-121.8914948,1,2,Consider,4.333333333,1.166666667,No,Flag,Rayland,OH,,Woodbury,TN,,Hillsboro,TN,37342,12,,,1,
34,31-40,Male,Graduate,12500,White,Mount Vernon,IL,62864,"Mount Vernon, IL",38.315608,-88.914027,33,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,4,4,1,3,4,1,1,5,5,5,5,1,1,1,1,1,1,5,5,,4,5,5,5,5,4,5,1,5,5,AMPMTF5IAAMK8,R_eFGzjxEjycvMrNX,40.21490479,-88.40460205,5,5,Consider,5,1.666666667,No,Flag,Johnston City,IL,,Granite City,IL,,Woodlawn,IL,62898,33,,,1,
37,31-40,Female,Bachelors,87500,White,York,PA,17402,"York, PA",39.96189958,-76.69550393,37,5,5,5,5,4,5,5,5,3,2,1,2,3,3,2,3,3,5,4,4,1,2,4,5,4,1,1,2,2,3,1,2,1,2,,2,2,1,2,2,1,2,2,2,2,AFKHZQ5SW7CSL,R_9tB2Xh4J3i0jXlb,40.0019989,-76.68360138,3,3,No,4.666666667,2.166666667,Consider,Flag,York,PA,,York,PA,,York,PA,17402,37,,,1,
35,31-40,Male,HS_diploma,1,White,Torrance,CA,90501,"Torrance, CA",33.8308915,-118.3266305,16,3,5,5,5,5,5,5,5,1,1,1,2,1,1,5,1,5,1,5,1,3,1,3,5,5,1,1,1,1,1,5,1,1,1,,1,1,1,2,1,1,1,1,2,5,A3ULZGQA5AQMTD,R_0Dma79K24I2mdGB,33.77879333,-118.2639008,1,5,Consider,4.333333333,1.833333333,No,Flag,Los Angeles,CA,,Los Angeles,CA,,Long Beach,CA,90805,6,,,1,
60,51-60,Female,Bachelors,62500,White,Bronx,NY,00000,"Bronx, NY",40.848711,-73.852939,12,5,5,5,5,4,5,4,5,4,2,3,1,3,3,3,3,2,2,3,2,3,2,5,4,3,2,2,2,3,2,1,3,3,1,,1,2,3,2,1,2,2,3,2,1,A115UFR6VA6OM1,R_1KPaMJ6KK8mBgah,41.01010132,-73.84130096,4,3,No,4.666666667,2.5,Consider,Flag,Bronx,NY,,Brooklyn,NY,,White Plains,NY,00000,45,,,1,
37,31-40,Male,Bachelors,62500,White,Sleepy Hollow,IL,60118,"Sleepy Hollow, IL",42.093242,-88.301957,10,5,5,5,5,4,5,3,5,5,1,1,1,2,1,2,1,1,2,2,1,2,1,1,5,2,1,1,1,1,2,3,1,1,1,,1,1,1,1,1,1,1,2,1,1,A3SZ66VCWNQLGS,R_blnjl2RGKpcP3wx,33.96809387,-84.23040009,3,2,No,4.666666667,1.333333333,No,No,Bloomfield Township,NJ,,Cranford Township,NJ,,Atlanta,GA,30312,6,,,1,
28,18-30,Female,Associates,50000,White,Laguna Hills,CA,92653,"Laguna Hills, CA",33.59154395,-117.6989457,20,5,5,5,5,1,5,3,5,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A3FAURB3U6YND5,R_5gWxidIJkv8Py9T,33.6053009,-117.7173004,1,5,Consider,4.333333333,1.666666667,No,Flag,San Francisco,CA,,Chicago,IL,,Laguna Hills,CA,92653,20,,,1,
24,18-30,Male,No_degree,25000,Hispanic,Dothan,AL,36301,"Dothan, AL",31.190911,-85.389334,24,5,5,3,5,1,5,3,5,5,1,1,1,1,4,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,,2,1,1,5,1,1,1,1,1,1,A7KLTVEIASF4J,R_0Th37slfpYTxqmh,31.15029907,-85.41139984,1,4,Consider,4.111111111,1.5,No,Flag,,,,,,,Dothan,AL,36301,24,,,1,
28,18-30,Male,Bachelors,62500,White,Ocala,FL,32179,"Ocala, FL",29.122283,-82.0172365,26,5,5,5,5,3,5,3,5,5,1,1,1,3,2,2,1,1,1,3,3,3,1,4,5,2,1,1,3,1,2,2,1,2,2,,2,2,1,2,2,1,2,1,3,3,A2OG7XGWOX5ZEF,R_6lJmnwoYJXPPyHb,29.05630493,-82.02570343,3,3,No,4.555555556,1.666666667,No,No,,,,Antwerp,OH,,Ocala,FL,32179,26,,,1,
22,18-30,Male,HS_diploma,25000,Black,Pike Township - Marion County,IN,00000,"Pike Township - Marion County, IN",39.875706,-86.266251,18,5,5,3,5,4,5,5,5,3,1,1,1,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,,1,1,1,1,2,1,1,1,1,3,A1EBJ28TQ5JD01,R_735pgKt9OwzasxD,39.80709839,-86.32649994,3,1,No,4.444444444,1,No,No,Pike Township - Marion County,IN,,Pike Township - Marion County,IN,,Avon,IN,46123,1,,,1,
32,31-40,Female,No_degree,100000,White,Salem,OH,44460,"Salem, OH",40.90231,-80.85541,19,5,5,5,5,5,5,5,5,5,1,1,3,1,1,1,5,3,1,5,2,5,1,1,5,1,1,1,4,3,1,2,1,1,2,,2,2,1,1,2,2,2,1,2,2,A3I3JQX0P2F0K3,R_5pVHNfbWPLBu5h3,40.03450012,-82.86949921,5,3,No,5,1.333333333,No,No,Windham,OH,,Salem,OH,,Westerville,OH,43081,4,,,1,
48,41-50,Female,Associates,25000,Hispanic,Randolph AFB,TX,78148,"Randolph AFB, TX",29.53839932,-98.2871838,14,5,5,5,5,4,5,4,5,4,1,1,1,2,3,2,3,3,2,4,3,2,2,5,5,3,1,2,1,3,3,1,3,4,3,,3,1,3,3,3,4,4,1,2,4,AU6ZURVHX4KPT,R_3lWFFyayOD4XZD7,46.7171936,-116.9179001,4,3,No,4.666666667,1.666666667,No,No,Englewood,CO,,Wichita,KS,,Troy,ID,83843,10,,,1,
31,31-40,Female,Bachelors,25000,White,Cape Girardeau,MO,63755,"Cape Girardeau, MO",37.348637,-89.605149,18,5,5,5,5,5,4,4,5,5,1,3,3,2,3,1,4,4,2,5,1,2,1,2,5,2,3,2,2,1,1,3,4,5,4,,4,3,4,2,3,5,4,1,4,4,AKNYT1NTK2UFK,R_8wtBwPvTckKSzIh,9.933303833,-84.08329773,4,3,No,4.777777778,2.166666667,Consider,Flag,Kaplan,LA,,,,,Denver,CO,80212,13,,,1,
53,51-60,Male,Bachelors,62500,White,Huber Heights,OH,45424,"Huber Heights, OH",39.847069,-84.1125905,10,5,5,5,5,4,5,5,5,5,1,1,1,1,3,1,2,2,1,4,2,1,1,3,5,4,1,1,2,1,1,2,2,4,2,,2,2,2,3,4,1,3,1,2,2,A2CF2BD4Q0ZDJN,R_8idLlgsgxVjWX4h,39.61819458,-84.24880219,4,3,No,4.888888889,1.333333333,No,No,Coal City,WV,,Princeton,WV,,Germantown,OH,45327,13,,,1,
24,18-30,Male,HS_diploma,12500,White,Woodstock,VA,22664,"Woodstock, VA",38.8795695,-78.519417,8,4,5,5,5,4,5,5,5,5,1,2,3,2,2,3,3,2,1,2,3,5,1,5,5,4,2,1,2,5,2,1,1,1,1,,1,1,1,2,1,2,2,1,1,2,AOWW3URQNRJ6U,R_8iSQCbIYsPLu03r,37.59489441,-77.57569885,4,3,No,4.777777778,2.166666667,Consider,Flag,Woodstock,VA,,Woodstock,VA,,Richmond,VA,23229,8,,Henrico,1,
24,18-30,Male,Bachelors,100000,Asian,Huntington Beach,CA,92647,"Huntington Beach, CA",33.7057995,-118.0063295,14,5,5,5,5,4,5,5,5,5,1,1,1,1,3,2,3,3,1,5,3,1,1,3,4,3,1,1,2,2,2,2,1,1,1,,1,1,1,1,1,1,3,1,3,4,AMDX0UNZS4A1G,R_6Y8CqUwzgJ1vHZb,33.71099854,-118.0438004,4,3,No,4.888888889,1.5,No,No,Dhaka,,Bangladesh - BD,Kolkata,,India - IN,Huntington Beach,CA,92647,14,,,2,Bengali
29,18-30,Male,No_degree,25000,Hispanic,Alexandria,VA,22304,"Alexandria, VA",38.817471,-77.102526,20,5,5,5,5,3,5,3,5,5,1,1,1,3,2,2,1,5,3,5,3,5,1,5,5,3,2,1,1,1,4,2,3,1,1,,1,1,1,1,1,1,1,2,2,3,A3I4PK485Z5QP9,R_1M72bD2DTKlZtcN,38.69110107,-77.20600128,3,3,No,4.555555556,1.666666667,No,No,Sonsonate,,El Salvador - SV,San Salvador,,El Salvador - SV,Lorton,VA,22079,9,,,2,Spanish
28,18-30,Female,Bachelors,62500,White,Jacksonville,FL,32204,"Jacksonville, FL",30.3278815,-81.673524,28,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,1,5,1,5,3,1,1,5,5,2,1,2,5,5,1,1,3,3,3,,1,4,2,4,2,2,4,1,5,4,A2A3QA1VCMLUSX,R_cBhl8zAUkZReTul,30.33039856,-81.6516037,5,5,Consider,5,1.666666667,No,Flag,Jacksonville,FL,,Jacksonville,FL,,Jacksonville,FL,32204,28,,,1,
25,18-30,Male,HS_diploma,25000,White,Pineville,LA,71360,"Pineville, LA",31.2827655,-92.364565,25,5,5,5,5,3,5,4,5,5,3,1,1,2,1,1,1,5,2,3,2,2,1,2,5,2,1,4,2,3,1,3,3,3,3,,3,3,2,3,2,2,3,1,3,3,A2CEUCPDECS6U3,R_24UdjWQW7bVR0ln,31.28840637,-92.38800049,3,3,No,4.666666667,1.5,No,No,Alexandria,LA,,Pineville,LA,,Pineville,LA,71360,25,,,1,
27,18-30,Male,Bachelors,37500,Asian,Atlanta,GA,30310,"Atlanta, GA",33.745379,-84.422924,18,4,5,5,4,3,5,3,5,5,2,1,2,2,2,2,1,5,1,3,2,5,5,2,5,3,1,1,3,5,2,2,1,2,2,,1,1,2,2,2,2,2,1,3,4,A3J85WP15JFYW0,R_8Jrivh0DNBIWYLj,33.72569275,-84.43090057,3,2,No,4.333333333,1.833333333,No,No,Unknown,,Viet Nam - VN,Unknown,,Viet Nam - VN,Atlanta,GA,30322,8,,,2,Vietnamese
24,18-30,Female,No_degree,62500,Asian,Garland,TX,75040,"Garland, TX",32.916285,-96.627569,19,4,5,5,5,5,5,5,5,5,1,2,1,1,2,3,1,2,3,5,3,2,1,5,5,4,2,1,1,1,5,5,4,3,3,,2,2,3,4,3,2,2,2,1,5,A1YD6IATEIIG4X,R_egHVFfjn39SkgCx,33.5460968,-101.8951035,4,3,No,4.888888889,1.666666667,No,No,Guangdong,,China - CN,N/A,,Viet Nam - VN,Lubbock,TX,79413,3,,,1,
24,18-30,Female,Bachelors,25000,White,Jacksonville West,FL,32266,"Jacksonville West, FL",30.3163605,-81.58946,20,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,4,5,1,1,1,1,1,1,4,1,4,4,,1,1,1,1,1,4,1,1,1,2,ALRZ8I7SFWTB3,R_1KYSzDv9yDIbyux,29.93029785,-81.50489807,4,1,No,4.888888889,1,No,No,Jacksonville West,FL,,Jacksonville West,FL,,St. Augustine Beach,FL,32082,4,,,1,
62,61_up,Female,No_degree,25000,White,Holton Township,MI,49425,"Holton Township, MI",43.4351345,-86.1200705,18,2,5,5,5,5,5,5,5,5,2,1,1,1,2,4,3,4,2,5,5,4,1,5,5,5,4,1,4,4,2,2,2,2,1,,2,1,2,2,2,2,1,2,2,5,A2IU5TX5S0FA1C,R_cBC01QeqWuu7AXP,43.30020142,-86.27339935,2,4,Consider,4.666666667,1.833333333,No,Flag,Newaygo,MI,,Holton Township,MI,,Fruitport Charter Township,MI,49444,40,,,1,
26,18-30,Female,Associates,25000,White,Collierville,TN,38017,"Collierville, TN",35.0519975,-89.686901,10,5,5,5,5,2,5,5,5,5,2,1,1,1,1,1,1,2,2,4,3,1,1,5,5,2,5,1,2,3,1,5,2,3,3,,2,2,3,4,3,2,3,1,1,3,A11S8IAAVDXCUS,R_28Yn75OgjOluaXz,37.75100708,-97.8219986,2,2,Consider,4.666666667,1.166666667,No,Flag,Memphis,TN,,,,,Como,MS,38619,14,,,1,
31,31-40,Female,Bachelors,25000,White,Lower Mount Bethel Township,PA,18013,"Lower Mount Bethel Township, PA",40.82628866,-75.16546442,18,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,3,1,1,1,1,3,1,1,1,1,,1,1,1,1,1,1,1,1,1,3,AYJGQBBK6KXZ7,R_b2cr4o1zguzC7U9,40.86860657,-75.16410065,5,1,No,5,1,No,No,Beech Creek,PA,,Nesquehoning,PA,,Lower Mount Bethel Township,PA,18013,5,,,1,
28,18-30,Female,No_degree,12500,Asian,Miami,FL,33177,"Miami, FL",25.68596767,-80.3066043,15,4,5,5,5,4,5,5,5,5,1,1,1,1,2,1,3,5,4,5,3,2,1,4,5,4,2,1,4,1,4,4,2,2,1,,1,1,3,1,2,1,2,4,2,3,A3S300T3IVQ2GC,R_cSBXYiqECtVRTMN,42.93589783,-97.44049835,4,2,No,4.777777778,1.166666667,No,No,hue,,Viet Nam - VN,da nang,,Viet Nam - VN,Yankton,SD,57078,6,,,2,vietnamese
33,31-40,Male,HS_diploma,25000,White,McHenry,IL,60051,"McHenry, IL",42.34683835,-88.26118629,33,5,5,2,5,5,5,5,5,5,1,1,2,2,1,1,1,2,1,2,4,1,1,3,4,1,1,1,3,1,1,1,1,1,1,,2,1,1,1,3,2,3,1,1,2,A2NA2OJT15COZY,R_eKDEztn6TRLhpPL,41.93519592,-88.29090118,2,2,Consider,4.666666667,1.333333333,No,Flag,McHenry,IL,,McHenry,IL,,McHenry,IL,60051,33,,,1,
26,18-30,Male,Graduate,25000,White,Wichita,KS,67216,"Wichita, KS",37.6565005,-97.329747,18,5,5,5,5,3,5,5,5,5,1,2,1,1,1,2,2,3,1,2,2,1,1,1,5,3,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,2,4,1,2,2,A321AGEY23DDEH,R_9tOoY7oBKrwLjNz,37.76280212,-97.42970276,3,2,No,4.777777778,1.333333333,No,No,Conway Springs,KS,,Wichita,KS,,Wichita,KS,67217,22,,,1,
26,18-30,Male,Associates,25000,White,Pahrump,NV,89048,"Pahrump, NV",36.20360023,-116.0114878,24,5,5,5,5,4,5,4,5,4,1,2,1,3,1,2,1,1,1,1,5,1,1,1,5,2,2,1,2,1,1,1,1,1,2,,1,1,1,2,2,1,1,1,1,1,A17TS8M18R9TZS,R_4N5Km4vd6tItVul,34.12809753,-118.289299,4,3,No,4.666666667,1.666666667,No,No,Syracuse,NY,,Beaver,PA,,Pahrump,NV,89048,24,,,1,
24,18-30,Female,Associates,12500,White,Paducah,KY,42053,"Paducah, KY",37.0793065,-88.7600825,24,2,5,5,5,4,5,4,5,5,1,1,1,1,1,5,1,3,1,5,3,5,1,5,5,3,3,1,1,1,1,5,2,5,5,,5,5,4,5,5,2,5,1,2,4,A54J53JJGBW0N,R_0wuDHBg44OOfBPv,37.03829956,-88.71569824,2,5,Consider,4.444444444,1.666666667,No,Flag,Paducah,KY,,Louisville,KY,,Paducah,KY,42053,24,,,1,
36,31-40,Female,Associates,37500,White,Brick Township,NJ,08724,"Brick Township, NJ",40.0746025,-74.112397,36,4,5,5,5,4,5,4,5,5,2,1,2,1,2,3,1,3,1,4,4,2,1,3,5,3,1,1,1,2,2,1,1,3,2,,2,1,2,3,1,1,2,1,3,4,ABMX8XUNPR3LP,R_5pf0oHm4APzqYDj,40.09559631,-74.10949707,4,3,No,4.666666667,1.833333333,No,No,Point Pleasant,NJ,,Brick Township,NJ,,Brick Township,NJ,08724,36,,,1,
32,31-40,Female,Bachelors,87500,White,Saginaw Charter Township,MI,48638,"Saginaw Charter Township, MI",43.4418735,-84.015684,18,5,5,5,5,5,4,4,5,5,2,3,2,1,1,2,1,3,1,3,4,3,3,3,5,3,2,2,4,4,1,2,1,1,1,,1,1,1,1,1,2,1,1,2,2,A1HQ0KLZPB1O0I,R_cZaYRXAvZPWWeBn,30.23120117,-97.71700287,4,3,No,4.777777778,1.833333333,No,No,Saginaw,MI,,Saginaw,MI,,Austin,TX,78704,9,,,1,
65,61_up,Male,Graduate,100000,White,Bronx,NY,00000,"Bronx, NY",40.848711,-73.852939,28,5,5,5,5,4,5,2,5,5,2,1,1,2,2,3,1,2,2,2,1,2,1,2,5,1,1,1,1,2,2,2,2,2,2,,2,2,2,1,1,1,1,2,4,4,A2PRF5G21RC5G3,R_dj1vDZg4pTbg5MN,39.42849731,-84.6486969,2,3,Consider,4.555555556,1.833333333,No,Flag,Bronx,NY,,Bronx,NY,,Hamilton,OH,45013,5,,,1,
