Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,CG_1018.1,CG_1021.1,CG_1023,CG_1024.1,CG_1025.1,CG_1026.1,CG_1080,CG_1081,CG_1082,CU_1019.1,CU_1020.1,CU_1027.1,CU_1060.1,CU_1078,CU_1079,PI_1035,PI_1115,PI_1160,PI_1161,PI_1162,PI_1163,PI_1164,PI_1165,PI_1167,PI_1169,PI_1170,PI_1171,PI_1172,PI_1173,PI_1174,PR_1101,PR_1102,PR_1116,PR_1117,PR_1118.1,PR_1119,PR_1120,PR_1121,PR_1122,PR_1123,PR_1124,PR_1125,PR_1175,PR_1176,PR_1177,AmazonID,ResponseID,SurveyLatitude,SurveyLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
33,31-40,Male,Bachelors,37500,White,Tinley Park,IL,60477,"Tinley Park, IL",41.575557,-87.80459,14,5,5,5,5,2,5,5,5,5,1,2,1,1,1,2,1,1,1,2,4,2,1,2,5,2,1,2,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,A147ALCLM3P98U,R_cZ21wpz06FEwBNz,47.15440369,-88.64710236,2,2,Consider,4.666666667,1.333333333,No,Flag,Chicago,IL,,Chicago,IL,,Calumet,MI,49913,1,,,1,
25,18-30,Female,Bachelors,37500,White,Monterey,VA,24465,"Monterey, VA",38.40869,-79.5874765,10,5,5,5,5,5,5,4,5,4,1,1,2,1,1,2,4,1,1,2,2,1,1,5,5,1,1,1,1,1,1,5,4,2,2,3,3,1,3,1,3,3,3,1,1,4,A3T28DG3C0WXZ3,R_8rdnOehUzH1Qvpr,39.24299622,-81.57720184,4,2,No,4.777777778,1.333333333,No,No,Harrisonburg,VA,,Harrisonburg,VA,,Parkersburg,WV,26104,3,,,1,
42,41-50,Male,No_degree,50000,White,Levittown,NY,11756,"Levittown, NY",40.724709,-73.5146435,15,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,2,4,1,4,4,2,2,4,4,2,1,3,4,1,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,4,A3UU2GPZ9V6MNT,R_0kz8CUmuRz573il,40.72279358,-73.51699829,5,3,No,5,2.166666667,Consider,Flag,Brooklyn,NY,,Nassau,NY,,Hicksville,NY,11801,10,,,1,
24,18-30,Male,Bachelors,37500,White,Midlothian District,VA,23113,"Midlothian District, VA",37.511449,-77.6388595,22,3,5,5,4,2,5,5,5,5,1,2,1,1,1,2,1,5,1,4,3,1,1,5,5,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,A2V9JE42W9BXQ5,R_8DlCI1EuccoISJn,38.91439819,-77.07630157,2,2,Consider,4.333333333,1.333333333,No,Flag,Annapolis,MD,,Bristol,TN,,Arlington,VA,22209,2,,,1,
24,18-30,Female,Bachelors,37500,White,Randolph Township,NJ,07869,"Randolph Township, NJ",40.843624,-74.5754245,16,4,5,5,5,5,5,5,5,5,1,2,1,2,2,2,1,2,1,1,4,1,1,3,5,2,1,2,1,3,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,3,A2BAYM55ATZ6JI,R_5oI48oS6StHAsvj,40.72090149,-74.04679871,4,2,No,4.888888889,1.666666667,No,No,Queens,NY,,Brooklyn,NY,,Jersey City,NJ,07302,1,,,1,
31,31-40,Male,Associates,25000,White,Moscow Mills,MO,63362,"Moscow Mills, MO",38.9458675,-90.9192515,28,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,2,1,3,4,5,1,3,5,3,3,4,3,3,1,1,5,1,1,5,1,1,1,1,1,1,2,1,1,1,A3PKU7GO6SDFNH,R_dimxHHqzRDlGzgF,38.99769592,-90.98459625,5,1,No,5,1,No,No,Winfield,MO,,Old Monroe,MO,,Troy,MO,63379,28,,,1,
26,18-30,Male,Graduate,50000,White,Roslyn,NY,11576,"Roslyn, NY",40.79908915,-73.64907146,26,4,5,5,4,3,4,3,5,4,1,1,2,1,1,1,1,3,1,1,2,3,1,3,3,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,2,2,1,3,3,A2TOQ2WW2341FS,R_cZyffbb02lX2VW5,40.78089905,-73.64150238,3,2,No,4.111111111,1.166666667,No,No,Moscow,,Russian Federation - RU,Moscow,,Russian Federation - RU,Roslyn,NY,11576,26,,,2,Russian
38,31-40,Male,Bachelors,37500,White,LaFayette,GA,30728,"LaFayette, GA",34.7004275,-85.2708535,32,5,5,5,5,4,5,2,5,5,1,1,1,5,2,1,3,3,1,4,2,2,1,5,5,2,5,1,1,3,2,3,1,4,4,2,3,3,4,3,3,4,3,1,3,3,A2FV7VC013YKRW,R_2uy8kW54cZSBWNn,34.69650269,-85.24220276,2,5,Consider,4.555555556,1.833333333,No,Flag,Sandy Springs,GA,,Rock Spring,GA,,LaFayette,GA,30728,32,,,1,
43,41-50,Female,Bachelors,100000,White,Gladstone,MO,64118,"Gladstone, MO",39.213164,-94.5666345,30,5,5,5,5,5,5,5,5,5,2,1,1,1,2,2,3,2,3,3,2,2,1,5,5,2,1,1,2,5,1,5,2,1,3,4,3,1,2,2,2,1,4,1,3,2,A20IA63WXHF683,R_7OrF66tYXXAzjj7,39.09190369,-94.60289764,5,2,No,5,1.5,No,No,Allen Township - Polk County,IA,,Kansas City,MO,,Gladstone,MO,64119,20,,,1,
44,41-50,Female,Bachelors,25000,White,Mount Arlington,NJ,07856,"Mount Arlington, NJ",40.924559,-74.6385795,35,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,4,5,1,2,1,1,1,2,5,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,A2AMC558YZRXHQ,R_eJOYF0QFPgrj4oZ,40.40330505,-74.03639984,5,2,No,5,1.333333333,No,No,Parsippany-Troy Hills Township,NJ,,Brooklyn,NY,,Canonsburg,PA,15317,5,,,1,
45,41-50,Male,Associates,50000,White,Orland Park,IL,60462,"Orland Park, IL",41.6137615,-87.85077,29,4,5,5,5,3,4,4,5,4,1,1,1,1,1,2,1,1,1,3,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A2LXPQS44US390,R_bqO0i9AvMKJIiVL,41.73510742,-88.04470062,3,2,No,4.333333333,1.166666667,No,No,Milwaukee,WI,,Chicago,IL,,Naperville,IL,60565,10,,,1,
37,31-40,Female,Bachelors,87500,White,Hampton,VA,23666,"Hampton, VA",37.0471355,-76.353383,22,5,5,4,5,1,5,4,5,5,1,1,1,1,2,1,1,2,1,5,2,1,1,1,5,4,1,1,1,2,4,1,1,2,1,1,2,1,2,1,1,3,1,1,2,2,A2NILPHKO8GFDB,R_0lHF70pzcInEfxb,40.43099976,-79.92269897,1,2,Consider,4.333333333,1.166666667,No,Flag,Newport News,VA,,Martinsville,VA,,Pittsburgh,PA,15217,1,,,1,
25,18-30,Female,Associates,12500,White,Hollywood,FL,33020,"Hollywood, FL",26.023529,-80.1581345,22,3,5,5,5,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,5,3,1,1,3,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,1,2,A33LJL0EDUF64L,R_5chwtUoT8cZH4EZ,26.02059937,-80.24440002,1,2,Consider,4.222222222,1.166666667,No,Flag,Miami Beach,FL,,Miami,FL,,Hollywood,FL,33020,22,,,1,
32,31-40,Male,No_degree,37500,White,Phoenix,AZ,85044,"Phoenix, AZ",33.450639,-112.042216,14,5,5,5,5,4,5,4,5,5,2,1,3,2,2,1,1,3,1,4,3,1,1,3,5,4,1,1,1,3,2,3,2,1,2,2,1,1,1,1,2,1,2,1,2,2,A3K2VSBTT3WUTI,R_egMRXbRkZX0iqEd,33.248703,-111.6343002,4,3,No,4.777777778,1.833333333,No,No,Phoenix,AZ,,Bremen,,Germany - DE,Florence,AZ,85132,2,,,1,
25,18-30,Male,No_degree,1,White,Chicago,IL,60630,"Chicago, IL",41.9037065,-87.7210585,20,5,5,5,5,3,5,4,5,4,1,1,1,2,1,2,1,2,1,3,5,2,1,3,5,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,4,A1THXHPVWVEWNZ,R_8Inc9pdUiKwfImF,34.25570679,-117.3040009,3,2,No,4.555555556,1.333333333,No,No,Valparaiso,IN,,Chicago,IL,,Crestline,CA,92325,1,,,1,
64,61_up,Male,Associates,100000,White,Homer,LA,71040,"Homer, LA",32.784336,-93.0439675,8,4,5,5,5,4,5,2,5,4,1,1,3,1,1,1,1,2,1,1,2,1,1,4,5,2,2,1,1,1,1,2,1,2,1,5,1,2,1,4,3,1,2,1,1,5,AKVDY8OXNMQED,R_bjYAqc8WgMXK4BL,,,2,3,Consider,4.333333333,1.333333333,No,Flag,Homer,LA,,Haynesville,LA,,Citrus Heights,CA,95621,18,,"Shreveport, La and Greenville, MS",1,
24,18-30,Male,Bachelors,37500,White,Hermantown,MN,53202,"Hermantown, MN",44.9286415,-90.069199,22,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,5,1,1,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A1PT63J40GNSZF,R_aV7z7C0abvUP1I1,43.14880371,-88.24510193,5,1,No,5,1,No,No,Fayal Township,MN,,Fayal Township,MN,,Milwaukee,WI,53202,3,,,1,
55,51-60,Female,No_degree,1,White,St. Paul,MN,00000,"St. Paul, MN",44.948901,-93.104063,19,2,5,5,5,5,5,2,5,5,2,2,1,1,1,3,3,3,1,4,5,3,2,3,5,1,2,2,3,2,1,3,4,3,3,3,4,2,4,2,4,3,4,2,4,4,AE2SKVLOL06YR,R_5szyk3GH7EUZMVf,35.21800232,-80.7858963,2,3,Consider,4.333333333,1.666666667,No,Flag,Rollingstone,MN,,Turtle Lake - Barron County,WI,,Charlotte,NC,28205,17,,,1,
25,18-30,Female,Bachelors,25000,Black,Big Rapids,MI,49307,"Big Rapids, MI",43.69435,-85.4797155,20,5,5,5,5,5,5,5,5,5,2,2,2,3,2,1,1,5,5,4,5,3,1,3,5,5,1,1,3,5,3,5,2,5,4,3,5,1,3,2,2,2,5,3,2,5,A366JCV00ETS7V,R_eqB7mcCzSbUgE97,43.67970276,-85.56189728,5,3,No,5,2,Consider,Flag,Chicago,IL,,Chicago,IL,,Big Rapids,MI,49307,20,,,1,
34,31-40,Female,Bachelors,50000,White,Roanoke,VA,24015,"Roanoke, VA",37.2684105,-79.969434,18,5,5,5,5,4,5,5,5,5,1,1,1,2,2,4,1,3,2,3,4,3,3,3,5,5,3,2,2,2,2,3,3,5,4,2,3,4,3,4,5,5,5,1,4,5,A15J08EU93ZGZ0,R_cZphoMze1ttjB09,30.49980164,-97.80819702,4,4,Consider,4.888888889,1.833333333,No,Flag,West Haven,CT,,Lynchburg,VA,,Austin,TX,78717,1,,,1,
56,51-60,Male,No_degree,1,Hispanic,Mercedes,TX,78570,"Mercedes, TX",26.152572,-97.915703,17,5,5,5,5,4,5,5,5,5,3,1,2,3,3,2,3,4,5,4,5,3,2,5,5,4,3,2,5,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,A19KF02ULCISTQ,R_0Ipuw3FuHL7Nwd7,26.18840027,-97.92320251,4,3,No,4.888888889,2.333333333,Consider,Flag,Mercedes,TX,,Mercedes,TX,,Mercedes,TX,78570,5,,,2,Spanish
56,51-60,Female,No_degree,75000,White,Yorba Linda,CA,92686,"Yorba Linda, CA",33.887584,-117.78699,11,5,5,5,5,5,5,2,5,5,1,1,1,2,1,1,1,1,1,2,4,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A1RZT7L92M3XY0,R_5tqt8QzlV7J50sB,33.61990356,-117.6119003,2,2,Consider,4.666666667,1.166666667,No,Flag,Los Angeles,CA,,Los Angeles,CA,,Mission Viejo,CA,92692,18,,,1,
36,31-40,Male,HS_diploma,1,White,Roanoke,TX,76262,"Roanoke, TX",33.01862097,-97.21892576,12,5,5,4,5,5,5,4,5,4,1,1,1,1,1,1,1,2,1,2,1,2,1,2,5,3,1,1,2,2,2,4,3,2,5,3,2,3,1,4,4,1,3,1,4,4,A3PIAHR6PGXZNT,R_6xPZmv4puE5nbjn,33.22009277,-97.15019989,4,1,No,4.666666667,1,No,No,Callisburg,TX,,Spearman,TX,,Denton,TX,76201,20,,,1,
19,18-30,Male,No_degree,37500,Black,Bronx,NY,10455,"Bronx, NY",40.83201,-73.8800555,18,5,5,5,5,4,5,5,5,3,1,1,1,1,4,3,2,2,2,2,3,2,1,3,4,2,1,2,3,5,2,3,2,2,2,1,2,2,2,2,1,1,2,1,2,2,AAVORNOE2JP5O,R_7aId99CtnZFwI2p,40.81950378,-73.92089844,3,4,Consider,4.666666667,1.833333333,No,Flag,Accra,,Ghana - GH,Accra,,Ghana - GH,Bronx,NY,10455,19,,,1,
25,18-30,Male,HS_diploma,25000,White,Wautoma,WI,54982,"Wautoma, WI",44.0664765,-89.278835,20,5,5,5,5,3,5,2,5,4,1,1,1,1,1,1,3,2,1,4,5,1,1,1,5,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,A1M7LS52Q27AHU,R_3WOWjVHAu8TgLOJ,43.03720093,-89.38639832,2,1,Consider,4.333333333,1,No,Flag,Wild Rose,WI,,Redgranite,WI,,Madison,WI,53713,1,,,1,
32,31-40,Male,Bachelors,12500,White,Seneca,SC,29672,"Seneca, SC",34.7275215,-82.9556275,15,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,1,2,2,2,1,5,5,4,1,1,1,5,1,4,3,3,3,3,4,3,3,4,1,4,3,1,4,4,A1SLJKNSNHOJRN,R_9LEHh2rBnvB2DGd,35.17070007,-80.79199982,5,1,No,5,1,No,No,Rome,GA,,Watkinsville,GA,,Charlotte,NC,28211,12,,,1,
25,18-30,Female,Bachelors,50000,White,East Moriches,NY,11940,"East Moriches, NY",40.809306,-72.756759,18,5,5,5,5,5,5,5,5,5,2,1,1,1,3,2,2,3,2,2,2,1,2,3,3,2,1,1,2,5,1,2,2,3,2,2,2,1,2,2,2,4,2,2,2,2,A1970JRCZ1JMIB,R_3gzje4pkRecZqMl,40.82170105,-74.15740204,5,3,No,5,1.666666667,No,No,Lindenhurst,NY,,Babylon,NY,,Nutley Township,NJ,07110,4,,,1,
45,41-50,Male,No_degree,25000,White,Southborough,MA,00000,"Southborough, MA",42.299625,-71.528427,18,5,5,5,5,5,5,4,5,5,1,1,1,1,1,4,1,2,2,2,1,2,1,5,5,2,1,5,1,5,3,1,1,2,1,1,1,1,2,1,1,1,4,1,4,2,A1TSVP4XC9NTR4,R_9M6KOxawiv8fTZH,40.72140503,-74.00520325,4,4,Consider,4.888888889,1.5,No,Flag,Newton,MA,,Grantham,NH,,New York,NY,10010,10,,,1,
30,18-30,Female,Bachelors,1,White,Mount Sterling,IL,62353,"Mount Sterling, IL",39.982816,-90.752769,25,4,5,5,3,5,3,3,3,3,1,1,1,1,1,2,1,2,2,1,3,1,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,A1WL3NZ50YEOWP,R_eyWdBxnGGXkwb7T,37.75100708,-97.8219986,3,2,No,3.777777778,1.166666667,Consider,Flag,Mount Sterling,IL,,Mount Sterling,IL,,Winchester,IL,62694,5,,,1,
23,18-30,Female,Bachelors,50000,White,Miami Township - Clermont County,OH,43201,"Miami Township - Clermont County, OH",39.5970065,-83.6243715,14,5,5,5,5,5,5,5,5,5,2,2,1,2,2,2,2,1,2,2,3,3,2,3,5,3,2,3,1,3,3,3,1,2,2,,1,2,2,1,1,3,3,1,4,3,A2WMGM4PDG5Z5X,R_d73FTaVNBLAX2cZ,40.00909424,-82.98139954,5,2,No,5,1.833333333,No,No,Centerville - Gallia County,OH,,West Bloomfield Charter Township,MI,,Franklin,OH,43201,4,,,2,French
38,31-40,Female,Bachelors,25000,Black,Fredericksburg,VA,22407,"Fredericksburg, VA",38.2840375,-77.517121,30,4,5,5,5,4,5,3,5,4,2,1,1,1,2,2,2,4,1,4,2,2,1,4,5,3,3,2,2,4,4,3,2,2,3,3,3,3,3,4,2,1,3,1,4,4,A2SNX0RFIPIO60,R_eLDcn8P6mm8dAxf,36.82789612,-76.48000336,3,2,No,4.444444444,1.5,No,No,Indianapolis,IN,,Indianapolis,IN,,Suffolk,VA,23435,3,,,1,
30,18-30,Male,Graduate,37500,White,St. Cloud,MN,56303,"St. Cloud, MN",45.5489595,-94.1873415,18,5,5,4,5,4,5,4,5,5,2,1,2,2,2,3,2,2,1,2,4,2,2,3,5,2,1,2,4,1,2,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,A3BH9LOU9KV6T0,R_4SItLST4u1Urddj,45.48190308,-98.50640106,4,3,No,4.666666667,2,Consider,Flag,Terre Haute,IN,,Little Falls,MN,,Aberdeen,SD,57401,1,,,1,
43,41-50,Female,Associates,25000,Black,Oakland,CA,94610,"Oakland, CA",37.791241,-122.235006,20,5,5,5,5,5,5,1,5,5,1,1,1,1,1,2,2,5,2,4,2,2,1,1,5,5,1,1,1,1,2,3,1,2,1,1,3,2,2,1,1,1,1,1,3,4,A2MG1LLIKMGAMX,R_7UJxnre6GkhTLdX,37.77349854,-122.278801,1,2,Consider,4.555555556,1.166666667,No,Flag,Oakland,CA,,Greenwood,MS,,Oakland,CA,94610,23,,,1,
32,31-40,Female,HS_diploma,50000,Hispanic,Queens,NY,11101,"Queens, NY",40.701594,-73.8862595,32,4,5,4,5,3,5,5,5,5,1,1,1,1,1,1,2,4,1,4,3,2,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,A248TO3PTV0K5P,R_eR2R2PImnFBZykd,40.75169373,-73.8832016,3,1,No,4.555555556,1,No,No,Queens,NY,,Queens,NY,,Queens,NY,11101,32,,,1,
30,18-30,Female,No_degree,25000,White,Friendswood,TX,77546,"Friendswood, TX",29.51505,-95.1942615,18,2,5,5,4,3,5,4,5,4,1,1,1,1,2,1,1,2,1,3,2,1,1,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A3RXVRZ0M163C0,R_doqEMVZNnUN4BYF,33.20039368,-117.2906952,2,2,Consider,4.111111111,1.166666667,No,Flag,South Bend,IN,,Little Rock,AR,,Oceanside,CA,92056,4,,,1,
54,51-60,Female,HS_diploma,25000,White,Albion,MI,49224,"Albion, MI",42.2529635,-84.757586,10,4,5,4,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,1,1,1,1,4,3,5,2,3,2,2,2,4,2,3,5,1,3,3,A3S6J5NP9DT278,R_d0cVU7YqXQkv1kh,,,4,1,No,4.666666667,1,No,No,Grundy,VA,,Betsy Layne,KY,,Betsy Layne,KY,41605,28,,,1,
52,51-60,Female,HS_diploma,1,White,Paterson,NJ,07502,"Paterson, NJ",40.917346,-74.1780335,32,5,5,5,5,4,5,4,5,5,1,1,2,2,1,2,1,2,1,4,4,1,1,4,5,3,1,2,2,3,4,1,3,4,2,2,1,2,1,3,1,4,2,1,2,4,A2A6FH0F7LD9ND,R_01F8riBT65Cnd9b,40.92280579,-74.17980194,4,2,No,4.777777778,1.5,No,No,Haledon,NJ,,Haledon,NJ,,Haledon,NJ,07504,32,,,1,
51,51-60,Female,No_degree,1,White,Willingboro Township,NJ,08046,"Willingboro Township, NJ",40.0284545,-74.885233,46,4,5,5,5,4,5,5,5,5,1,1,1,1,1,1,3,5,3,5,2,5,1,5,5,2,1,2,4,2,1,1,1,3,3,1,1,1,2,1,2,2,5,1,2,2,A20EU0UH5K3VGE,R_b3oRhzHxOVjduq9,39.99290466,-74.78769684,4,1,No,4.777777778,1,No,No,Philadelphia,PA,,Philadelphia,PA,,Mount Holly Township,NJ,08060,46,,,1,
27,18-30,Male,Bachelors,37500,Hispanic,Taos,NM,87571,"Taos, NM",36.3910585,-105.582492,18,4,5,5,5,4,5,4,5,5,3,2,1,2,2,2,1,2,1,3,2,2,1,4,5,2,2,1,2,1,2,2,3,2,2,1,1,2,2,1,1,1,1,1,3,5,A64JDJKE9DYCT,R_eDrhN9qMGkON87b,35.19880676,-106.7034988,4,3,No,4.666666667,2,Consider,Flag,Taos,NM,,Taos,NM,,Las Vegas,NV,89107,9,,,2,Spanish
33,31-40,Female,No_degree,62500,White,San Diego,CA,92107,"San Diego, CA",32.7789155,-117.18915,19,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,1,1,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A1489QNXV5IM6O,R_0ikuXROBX2E71hb,33.35279846,-111.7890015,5,4,Consider,5,1.5,No,Flag,Wellsville,UT,,Wellsville,UT,,Gilbert,AZ,95296,14,,,1,
42,41-50,Female,No_degree,1,White,Bethlehem,PA,18018,"Bethlehem, PA",40.6271365,-75.3803625,42,5,5,5,5,4,5,5,5,5,2,1,1,1,1,3,4,3,4,3,4,4,3,2,5,3,2,1,2,5,3,3,4,3,1,2,1,1,1,1,2,4,3,1,4,4,AOFE6DT7EJUTU,R_5pr4LDXExdaUMKh,40.65519714,-75.38140106,4,3,No,4.888888889,1.5,No,No,Bethlehem,PA,,Allentown,PA,,Bethlehem,PA,18017,42,,,1,
57,51-60,Female,No_degree,12500,White,Kingsport,TN,37663,"Kingsport, TN",36.495707,-82.51402,57,5,5,5,5,5,5,2,5,5,1,2,1,1,1,1,1,4,1,4,1,1,1,2,5,4,1,1,1,4,1,4,4,5,4,3,4,2,4,4,4,4,3,1,4,3,AL83KKXUORS9Y,R_a367XfIcfGJSVRr,36.4907074,-82.62000275,2,2,Consider,4.666666667,1.166666667,No,Flag,Kingsport,TN,,Kingsport,TN,,Bloomingdale,TN,37660,39,,,1,
35,31-40,Female,No_degree,25000,White,Rogers,AR,72756,"Rogers, AR",36.3272005,-94.1335355,30,2,5,1,5,5,5,5,5,5,1,1,2,1,1,1,1,3,1,3,2,1,1,3,5,2,1,1,1,2,1,2,2,5,5,2,3,2,4,5,5,5,5,1,4,2,A15RJPRX0KVUFS,R_9KSyqpJkRjsLubH,,,1,2,Consider,4.222222222,1.166666667,No,Flag,Rogers,AR,,Other,AR,,Bentonville,AR,72712,2,,,1,
29,18-30,Male,Bachelors,50000,Hispanic,Sterling,IL,61081,"Sterling, IL",41.8025895,-89.70027,13,5,5,5,5,5,5,5,5,5,1,1,3,1,1,2,2,2,1,2,5,1,1,5,5,2,2,1,2,4,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,1,A2W3QPD493MHEI,R_8rfoY54Rl6AslnL,31.62130737,-97.21009827,5,3,No,5,1.5,No,No,Duluth,MN,,Caracas,,Venezuela - VE,Waco,TX,76708,1,,,1,
63,61_up,Female,Bachelors,12500,White,Stanton,KY,40380,"Stanton, KY",37.835753,-83.820459,35,5,5,5,5,5,5,3,5,5,2,2,3,1,1,3,4,5,1,5,2,4,2,4,5,5,5,2,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,A2LCFORIW0NF1S,R_5zsRVAB5qJ9DONn,37.96850586,-84.14600372,3,3,No,4.777777778,2,Consider,Flag,Stanton,KY,,,,,Stanton,KY,40380,35,,,1,
55,51-60,Female,HS_diploma,37500,White,Charleston,WV,25306,"Charleston, WV",38.3330955,-81.5798785,13,4,5,5,5,4,5,2,5,5,2,1,1,1,1,1,2,4,1,3,1,1,1,3,5,4,2,1,1,1,2,3,2,4,5,3,2,1,4,4,3,4,3,1,2,3,A1X388C6SDCDEY,R_5tKVw0M9ALNgjwV,38.39390564,-81.56459808,2,2,Consider,4.444444444,1.166666667,No,Flag,Manchester,NH,,Charleston,WV,,Charleston,WV,25311,33,,,1,
38,31-40,Male,Graduate,100000,White,Rome,NY,13440,"Rome, NY",43.2226755,-75.4696405,23,5,5,5,5,4,5,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A1GQXR6ZIWESZX,R_eD8uiXqT8vQuVeZ,33.67930603,-117.9055023,4,2,No,4.888888889,1.166666667,No,No,Rome,NY,,Rome,NY,,Newport Beach,CA,92660,8,,,1,
29,18-30,Male,No_degree,50000,Black,Newport,RI,02840,"Newport, RI",41.482262,-71.3228175,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,A12XM6ZSSDMC9I,R_9zfd1M2V0f1AAuh,42.46479797,-83.40339661,3,3,No,3,3,Consider,Flag,Detroit,MI,,Detroit,MI,,Farmington,MI,48336,9,,,1,
28,18-30,Male,Bachelors,12500,White,Spokane,WA,99026,"Spokane, WA",47.73444,-117.5113405,20,5,5,5,5,5,5,5,5,5,1,2,2,2,2,3,4,3,2,3,4,2,1,3,5,4,2,1,3,4,2,2,3,2,2,2,5,1,1,1,2,2,3,2,3,3,A2UAP3YWCX2NHN,R_3w25ADJbxirobR3,47.63479614,-117.2585983,5,3,No,5,2,Consider,Flag,Pawtucket,RI,,,,,Spokane,WA,99205,20,,,1,
35,31-40,Female,Bachelors,12500,White,Brunswick,OH,44212,"Brunswick, OH",41.2471565,-81.822146,20,4,5,5,5,5,5,5,5,5,2,2,2,2,2,1,4,5,2,3,4,3,1,3,5,4,1,2,3,2,2,2,1,4,3,3,4,2,2,4,4,2,2,1,2,4,A1ZYNG3SBJPYKU,R_1Z8MWSCpmDnghxz,34.02470398,-84.50330353,4,2,No,4.888888889,1.833333333,No,No,Lavaca,AR,,Sandusky,OH,,Kennesaw,GA,30144,8,,,1,
59,51-60,Female,No_degree,1,White,Nampa,ID,83651,"Nampa, ID",43.583454,-116.574493,19,5,5,5,5,5,5,4,5,5,1,1,1,1,1,3,1,2,1,5,5,1,1,2,5,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,ABI1EI8UQK6LK,R_3LfSFYcWRrjFcHj,43.71099854,-116.2516022,4,3,No,4.888888889,1.333333333,No,No,Rupert,ID,,Nampa,ID,,Nampa,ID,83686,1,,,1,
49,41-50,Female,No_degree,25000,White,Lucas,OH,43612,"Lucas, OH",41.2043465,-82.993835,18,5,5,5,5,1,5,5,5,5,1,1,1,1,4,3,4,5,1,5,5,2,1,1,5,2,1,2,1,5,2,3,1,1,1,1,2,1,1,4,2,1,1,1,2,3,A2KD1OZMH8ERI7,R_cYo55cFm3lf7FB3,,,1,4,Consider,4.555555556,1.833333333,No,Flag,Lucas,OH,,Lucas,OH,,San Diego,CA,91941,1,,,1,
36,31-40,Female,Associates,50000,White,Rigby,ID,83442,"Rigby, ID",43.6725285,-111.907069,18,4,5,3,5,5,4,2,5,5,1,1,1,1,1,4,1,2,1,2,2,1,1,5,5,2,1,2,1,5,3,4,2,3,1,1,3,4,1,1,3,4,4,1,1,2,A231EBG1GLXSWO,R_a36W1TzJYXnKE73,45.87049866,-108.4742966,2,4,Consider,4.222222222,1.5,No,Flag,Rexburg,ID,,Idaho Falls,ID,,Billings,MT,59105,4,,,1,
