Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,PR_1156,PR_1155,PR_1154,PR_1153,PR_1152,PR_1151,PR_1151INC,PR_1150,PR_1149,PR_1148,PR_1147,PR_1146,PR_1071,PR_1070,PR_1067,PR_1066,PR_1065,PR_1048,PR_1009,PR_1007,PI_1159,PI_1158,PI_1157,PI_1094,PI_1054,PI_1049,PI_1047,PI_1040,PI_1033,PI_1030,PI_1029,CU_1079,CU_1078,CU_1060.1,CU_1027.1,CU_1020.1,CU_1019.1,CG_1082,CG_1081,CG_1080,CG_1026.1,CG_1025.1,CG_1024.1,CG_1023,CG_1021.1,CG_1018.1,AmazonID,ResponseID,LocationLatitude,LocationLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
28,18-30,Male,Bachelors degree,$37500 - $49999,White,Fort Collins,Colorado,80526,"Fort Collins, Colorado 80526",40.529325,-105.137590,28,5,5,1,1,5,2,1,5,5,1,2,2,1,1,1,3,,5,3,1,2,1,2,1,2,1,2,3,1,5,5,5,1,1,2,1,1,5,5,5,5,5,5,5,5,5,A2C7VUFGB8WGCG,R_2tcelC2aTQxvvM4,40.52400208,-105.1396027,5,5,Consider,5,1.833333333,No,Flag,belleville,Kansas,,Aberdine,Washington,,Fort Collins,Colorado,80526,28,,,1,English
61,61_up,Female,Associates degree,Less than $12500,White,Boulder,Colorado,80302,"Boulder, Colorado 80302",40.014985,-105.270545,20,2,2,1,1,1,5,,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,A2RB4WF5CDMEL9,R_XGIZ7CUWcknDx0l,42.15629578,-122.5298004,4,1,No,4.888888889,1,No,No,Troy,New York,,Downieville,California,,Gold Beach,Oregon,97444,2,,,1,English
31,31-40,Male,Some college no degree,$25000 - $37499,White,Newington,Connecticut,06111,"Newington, Connecticut 06111",41.697299,-72.722829,29,1,1,1,1,1,1,,5,3,1,1,3,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,3,3,1,2,1,1,1,1,1,1,5,5,5,5,5,3,5,5,5,A1VMLIEXDEIX9Q,R_3I5e64PWoJbmYEq,41.68559265,-72.73120117,3,1,No,4.777777778,1,No,No,Meridan,Connecticut,,Newington,Connecticut,,Newington,Connecticut,6111,29,,,1,English
37,31-40,Female,Graduate degree (masters doctorate etc.),$12500 - $24999,Black/African American,Hartford,Connecticut,06119,"Hartford, Connecticut 06119",41.766098,-72.727449,9,1,1,1,1,1,1,,3,1,1,1,1,1,1,5,3,5,1,1,1,5,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,3,5,2,5,2,5,5,5,5,A1BQQBFXHYUYVU,R_WflHoCNhQbj193H,13.1000061,-59.61669922,2,2,Consider,4.111111111,1.166666667,No,Flag,Queens,New York,,Birmingham,Alabama,,Atlanta,Georgia,30337,6,,,2,"English, Patois"
22,18-30,Male,Some college no degree,$37500 - $49999,White,Magnolia,Delaware,19962,"Magnolia, Delaware 19962",39.071223,-75.476032,22,2,2,2,1,3,2,,4,3,2,1,1,2,1,2,2,5,3,2,1,5,2,5,2,1,3,4,4,5,3,5,4,1,2,1,1,2,3,5,5,5,3,5,5,5,4,AX45LNCXBTU9P,R_1onfQ58ONZOUOwC,39.18170166,-75.5970993,3,4,Consider,4.444444444,1.833333333,No,Flag,Buffalo,New York,,Dover,Delaware,,Magnolia,Delaware,19962,22,,,1,English
47,41-50,Male,Some college no degree,$87500 - $99999,White,miami,Florida,00000,"miami, Florida",25.761679,-80.191790,30,3,3,2,2,3,1,,2,5,2,1,2,2,2,2,4,5,1,1,2,2,1,1,1,5,5,1,2,5,4,1,3,1,1,1,1,1,4,5,5,5,4,5,5,5,5,AF33681RI3ES8,R_2YRJe3cv3VRMvjs,45.79820251,-122.6939011,4,3,No,4.777777778,1.333333333,No,No,Atlantic city,Oregon,,philadelphia,Florida,,gresham,Oregon,97080,10,,,1,english
27,18-30,Female,High school graduate,$12500 - $24999,White,Orlando,Florida,32806,"Orlando, Florida 32806",28.508582,-81.356441,27,2,1,3,1,4,1,,1,2,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,A5EU1AQJNC7F2,R_3HM3UGD5jW9YPFr,28.00979614,-81.93370056,3,1,No,4.777777778,1,No,No,Dover,New Hampshire,,New York,New York,,Orlando,Florida,32806,27,,,1,english
25,18-30,Male,Bachelors degree,Less than $12500,Hispanic/Latino/Latina,Miami,Florida,33125,"Miami, Florida 33125",25.786240,-80.234919,25,4,4,5,5,5,5,,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,A3DHJDGGSPEI0O,R_1P7uBTTu32LCryp,25.75289917,-80.23329926,4,1,No,4.888888889,1,No,No,Miami,Florida,,Miami,Florida,,Miami,Florida,33125,25,,,1,English
22,18-30,Female,Some college no degree,$25000 - $37499,White,Stuart,Florida,34994,"Stuart, Florida 34994",27.197548,-80.252825,22,4,3,1,1,4,1,,4,2,2,2,2,2,2,2,2,5,5,2,2,1,2,2,4,3,3,5,4,5,4,4,2,1,3,1,3,3,5,5,5,5,4,5,4,5,5,A3TF0TA67EBKBE,R_1k0wW6yYqDEz0Se,27.17970276,-80.24299622,4,3,No,4.777777778,2.166666667,Consider,Flag,Plattsburgh,New York,,Boston,Massachusetts,,Stuart,Florida,34994,22,,,1,English
29,18-30,Female,Bachelors degree,$62500 - $74999,White,Tampa,Florida,33548,"Tampa, Florida 33548",28.028104,-82.459414,20,4,5,5,4,3,4,,2,5,4,2,4,4,4,5,3,2,3,5,4,1,1,1,1,1,4,3,3,2,2,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,4,A3UQRXQB7BQ9FE,R_1ZTFKmsJ16vJy5b,28.03160095,-82.8214035,4,1,No,4.777777778,1,No,No,Tampa,Florida,,Syracuse,New York,,Tampa,Florida,33626,5,,,2,"English, Spanish"
27,18-30,Male,Associates degree,$62500 - $74999,White,tampa,Florida,33771,"tampa, Florida 33771",27.904681,-82.761682,19,5,3,4,2,3,3,,2,4,3,2,4,2,2,1,2,2,2,3,2,2,2,2,2,3,2,2,3,2,4,3,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,ALF9AAZGQP4K5,R_7W1Yr2rVqa8JAEV,27.88310242,-82.79949951,5,2,No,5,1.833333333,No,No,ann arbor,Michigan,,alexandria,Virginia,,tampa,Florida,33771,3,,,1,eng
25,18-30,Male,Bachelors degree,$37500 - $49999,Hispanic/Latino/Latina,Miami,Florida,00000,"Miami, Florida",25.761679,-80.191790,18,5,2,5,4,5,2,,3,5,1,1,1,1,1,1,2,4,3,5,1,1,1,1,1,3,1,5,1,5,5,5,1,4,1,1,1,1,5,5,5,5,4,5,5,5,5,A2KMJE72HDDVGP,R_Qh7ABwkF7F4B48p,26.85389709,-80.18979645,4,4,Consider,4.888888889,1.5,No,Flag,Santo Domingo,Outside the United States,Dominican Republic,Santo Domingo,Outside the United States,Dominican Republic,West Palm Beach,Florida,33401,2,,,2,English and Spanish
26,18-30,Male,High school graduate,$12500 - $24999,White,st. pete,Florida,33713,"st. pete, Florida 33713",27.789678,-82.680745,18,1,5,1,1,5,1,2,4,5,5,2,1,1,1,1,5,,1,1,1,1,1,1,5,1,5,2,2,2,5,5,5,1,1,1,1,1,5,5,5,5,4,5,5,5,5,A35NZAXRVLAC0G,R_3DvB3dlllGJ2GHu,39.28239441,-80.36869812,4,5,Consider,4.888888889,1.666666667,No,Flag,chicago,Illinois,,chicago,Illinois,,clarksburg,West Virginia,26301,4,,,1,english
30,18-30,Female,Bachelors degree,$75000 - $87499,White,Leesburg,Florida,34788,"Leesburg, Florida 34788",28.912493,-81.800572,16,1,2,2,2,3,3,,4,4,4,1,2,4,5,4,2,2,3,3,3,1,1,1,1,2,2,3,1,4,5,3,3,1,1,1,1,1,5,5,2,5,4,5,5,5,4,A3VKUM5RX4JL6F,R_1K8Po2kJpQ2KqyP,36.27879333,-86.27120209,2,3,Consider,4.444444444,1.333333333,No,Flag,Johnson City,Tennessee,,Johnson City ,Tennessee,,Lebanon,Tennessee,37090,1,,,1,English
42,41-50,Female,Some college no degree,$37500 - $49999,White,Winter Haven,Florida,33880,"Winter Haven, Florida 33880",28.022243,-81.732856,12,4,1,5,3,4,2,3,2,5,1,1,1,3,2,3,4,,2,3,3,1,1,1,1,2,1,2,3,5,4,2,1,3,1,1,1,1,5,5,5,5,4,5,5,5,5,A1NXHA2741IJEA,R_1qVZJQJP8wcqODN,27.88890076,-81.81359863,4,3,No,4.888888889,1.333333333,No,No,Cooleemee ,North Carolina,,Ruby,South Carolina,,Lake Wale,Florida,33853,30,,,1,English
29,18-30,Male,Some college no degree,$12500 - $24999,White,Jacksonville,Florida,32224,"Jacksonville, Florida 32224",30.260661,-81.460855,11,4,2,2,2,2,2,2,3,5,2,2,2,5,5,5,2,,5,5,5,2,3,2,2,3,2,5,3,5,5,5,3,2,3,3,3,3,5,5,5,5,5,5,5,5,5,A1N4AZ1QXPOPXH,R_1C9ooLOhbbOVgfJ,42.45739746,-71.05400085,5,3,No,5,2.833333333,Consider,Flag,Jacksonville,Florida,,Atlanta,Georgia,,Boston,Massachusetts,2155,6,,,1,English
32,31-40,Male,Bachelors degree,$62500 - $74999,White,Tampa,Florida,33635,"Tampa, Florida 33635",28.025354,-82.621331,10,3,2,1,5,3,1,,3,5,2,2,2,3,5,3,3,5,2,3,3,3,2,2,1,1,1,5,3,3,5,5,4,1,3,1,1,1,5,5,5,5,2,5,5,5,5,A3DFAMWCUGEYTD,R_9tzcK1ddte3HFsd,27.90029907,-82.30239868,2,4,Consider,4.666666667,1.833333333,No,Flag,Gastonia,North Carolina,,Gastonia,North Carolina,,Riverview,Florida,33578,10,,,1,English
21,18-30,Male,Some college no degree,$12500 - $24999,Hispanic/Latino/Latina,Coral Springs,Florida,33065,"Coral Springs, Florida 33065",26.270638,-80.260009,10,3,3,2,5,2,4,,1,4,1,1,4,3,4,3,4,3,5,4,3,2,1,1,1,3,1,3,4,5,5,4,3,2,1,1,1,3,5,5,5,4,5,5,5,5,4,A25XLQ61BBD248,R_2pWdNXandSjUs2g,26.19059753,-80.11100006,4,3,No,4.777777778,1.833333333,No,No,Medellin,Outside the United States,Colombia,Lima,Outside the United States,Peru,Fort Lauderdale,Florida,33334,21,,,2,English and spanish
24,18-30,Female,Associates degree,$25000 - $37499,White,Tampa,Florida,00000,"Tampa, Florida",27.950575,-82.457177,10,1,1,1,1,5,3,5,1,5,1,1,1,4,3,3,3,,1,5,5,5,1,5,1,1,1,3,5,5,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,AV3P6MAFNWXTI,R_3LXBCV9pAfxxQdJ,28.12030029,-82.35289764,5,1,No,5,1,No,No,Little Rock,Arkansas,,Not sure,Virginia,,Tampa,Florida,0,10,,,1,English
22,18-30,Male,Some college no degree,$25000 - $37499,White,Orlando,Florida,32809,"Orlando, Florida 32809",28.458885,-81.394926,10,1,1,2,3,1,3,2,1,1,1,3,3,4,3,1,3,,1,5,4,1,1,1,1,1,1,3,1,3,3,3,1,1,3,1,1,1,5,2,5,4,3,5,5,5,4,A217W59SA6LZSR,R_1inhd3gbI0uDxWY,28.46110535,-81.39389801,2,3,Consider,4.222222222,1.333333333,No,Flag,Orlando,Florida,,Orlando,Florida,,Orlando ,Florida,32839,22,,,1,English
33,31-40,Female,Some college no degree,$25000 - $37499,White,Hull,Georgia,30646,"Hull, Georgia 30646",34.014835,-83.293765,24,3,4,2,2,5,4,,2,4,5,4,5,4,4,4,5,4,2,5,4,2,3,3,2,4,3,3,2,3,5,2,2,2,2,2,2,2,5,5,4,5,4,5,4,4,5,AZNYLERT51DDT,R_3QGg4qOZx0TnU0J,33.9499054,-83.375,4,2,No,4.555555556,2,Consider,Flag,Athens,Georgia,,Athens,Georgia,,Hull,Georgia,30646,24,,,1,English
36,31-40,Male,Bachelors degree,$87500 - $99999,White,Lawrenceville,Georgia,30013,"Lawrenceville, Georgia 30013",33.838530,-83.893236,18,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2,,2,3,2,5,1,1,2,1,3,4,2,5,2,3,1,1,1,2,1,2,4,5,2,5,4,5,5,5,4,A2HGRSPR50ENHL,R_24ObCVJfhIPJny2,32.78309631,-96.80670166,2,2,Consider,4.333333333,1.333333333,No,Flag,Waycross,Georgia,,Waycross,Georgia,,Houston,Texas,77345,2,,,1,English
25,18-30,Male,Associates degree,$25000 - $37499,White,Statesboro,Georgia,00000,"Statesboro, Georgia",32.448787,-81.783167,17,4,5,1,4,5,4,5,2,2,1,5,3,4,4,5,4,,3,2,4,1,1,2,1,4,2,5,5,4,5,3,2,1,2,1,2,3,5,5,3,5,4,4,5,5,5,A2S4YDJ9UGAXFQ,R_3Ep818ugCUDg4GU,32.52059937,-92.1065979,3,3,No,4.555555556,1.833333333,No,No,Atlanta,Georgia,,Baton Rouge,Louisiana,,Monroe,Louisiana,71201,8,,,1,English
21,18-30,Female,High school graduate,$50000 - $62499,White,Locust Grove,Georgia,30248,"Locust Grove, Georgia 30248",33.345949,-84.109083,17,1,1,3,5,1,3,5,1,1,1,3,5,1,1,1,1,,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,A3RIBFIB7C8D20,R_4YEN3MtinWCNbvX,40.18080139,-77.21389771,5,5,Consider,5,1.666666667,No,Flag,Hampton,Georgia,,Locust Grove,Georgia,,Carlisle,Pennsylvania,17015,1,,,1,english
32,31-40,Male,Bachelors degree,$87500 - $99999,White,Coeur d Alene,Idaho,83814,"Coeur d Alene, Idaho 83814",47.677683,-116.780466,32,2,2,1,2,1,2,2,1,2,1,1,3,1,1,1,3,,2,1,1,1,1,1,1,5,5,5,5,5,5,5,1,3,1,1,1,2,5,5,5,5,5,5,5,5,5,A170QNC5D0ONUN,R_3jYUHuQbhH7VzPU,47.59240723,-116.9118958,5,3,No,5,1.5,No,No,Culdesac,Idaho,,Culdesac,Idaho,,Coeur D Alene,Idaho,83814,32,,,1,English
43,41-50,Male,High school graduate,$25000 - $37499,White,Emmett,Idaho,83617,"Emmett, Idaho 83617",43.873497,-116.499301,23,1,1,5,2,4,1,,1,1,1,1,1,2,4,4,1,1,1,4,4,1,1,1,1,2,5,1,1,5,3,2,1,1,1,2,1,1,5,5,4,4,4,5,3,5,5,A2RRC5B4M80XXO,R_1Lu6qupP4WCtq3e,43.60560608,-116.5415039,3,2,No,4.444444444,1.166666667,No,No,Emmett,Idaho,,Emmett,Idaho,,Caldwell,Idaho,83605,3,,,1,English
33,31-40,Male,Graduate degree (masters doctorate etc.),Less than $12500,Other,pocatello,Idaho,83202,"pocatello, Idaho 83202",42.990405,-112.433231,23,1,1,2,1,3,1,1,3,2,1,2,2,2,2,2,2,,2,2,2,3,2,2,2,3,2,4,2,3,4,4,2,3,2,1,2,1,2,5,4,4,4,5,5,5,4,A3N28BORDIK55A,R_2YYbP5lPdLKF9au,42.90609741,-112.3974991,2,3,Consider,4.222222222,1.833333333,No,Flag,Pocatello,Idaho,,Boise,Idaho,,POCATELLO,Idaho,83202,23,Rusian Welch,,1,English
54,51-60,Female,Some college no degree,$62500 - $74999,White,Idaho Falls,Idaho,83402,"Idaho Falls, Idaho 83402",43.491651,-112.033964,18,2,1,2,2,3,2,2,1,4,5,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,5,5,5,5,A2MX9B3EOEGOU,R_3iEBx92qEXs2eqo,43.54690552,-116.2913055,4,1,No,4.666666667,1,No,No,Kearney,Nebraska,,Idaho Falls,Idaho,,Boise,Idaho,83702,36,,,1,English
49,41-50,Male,High school graduate,$50000 - $62499,White,coeur d' alene,Idaho,83814,"coeur d' alene, Idaho 83814",47.677683,-116.780466,18,1,1,1,2,2,2,,1,1,1,2,2,1,1,1,1,4,1,1,5,1,1,1,1,2,1,2,1,2,4,2,1,1,1,1,1,1,5,5,3,5,3,5,2,5,5,A3OU5BJ441OXJO,R_1esElLz4N0sZLEG,47.6914978,-117.3880997,2,1,Consider,4.222222222,1,No,Flag,coeur d' alene,Idaho,,coeur d' alene,Idaho,,deer park,Washington,99006,5,,,1,english
29,18-30,Female,Some college no degree,$12500 - $24999,White,Hayden,Idaho,83835,"Hayden, Idaho 83835",47.766016,-116.786581,15,4,4,2,4,4,4,,3,3,3,2,3,2,2,2,3,4,2,2,1,5,2,2,1,2,4,4,1,4,4,4,2,1,2,2,2,1,5,5,5,5,3,5,5,5,5,AUA0HE293PM30,R_2THUqxAZ5X48TSR,47.78869629,-116.7111969,3,2,No,4.777777778,1.666666667,No,No,Chicago,Illinois,,Coeur d' Alene,Idaho,,Coeur d' Alene,Idaho,83815,29,,,1,English
37,31-40,Female,Bachelors degree,$50000 - $62499,White,Idaho Falls,Idaho,83401,"Idaho Falls, Idaho 83401",43.491651,-112.033964,11,2,3,2,5,5,4,5,1,4,2,2,2,3,2,3,5,,2,3,4,2,1,1,1,3,3,2,1,4,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,A1BW7N44HGFDOC,R_2zjeXcBjDDJDVZ8,42.90609741,-112.3974991,4,1,No,4.888888889,1,No,No,Twin Falls,Idaho,,Buhl,Idaho,,Pocatello,Idaho,83201,12,,,1,English
33,31-40,Male,High school graduate,$25000 - $37499,White,McHenry,Illinois,60051,"McHenry, Illinois 60051",42.350808,-88.236381,33,1,1,1,2,1,3,1,2,2,2,2,1,1,1,1,4,,3,1,1,1,1,1,1,1,1,5,2,2,4,2,1,2,1,2,1,1,4,5,4,5,4,5,2,5,5,A2NA2OJT15COZY,R_1ruhEyci5liQs5d,41.95159912,-88.25360107,2,2,Consider,4.333333333,1.333333333,No,Flag,McHenry,Illinois,,McHenry,Illinois,,McHenry,Illinois,60051,33,,,1,American English
24,18-30,Male,High school graduate,$12500 - $24999,Black/African American,Chicago,Illinois,60620,"Chicago, Illinois 60620",41.747014,-87.667976,23,1,1,3,1,5,3,,5,5,1,2,1,3,1,1,3,5,5,2,3,2,1,2,1,1,2,5,4,2,2,5,1,4,1,1,1,1,5,5,5,5,5,5,5,5,5,A2NR3V8TOE2NHY,R_1Du1aM0GPt917o1,41.77420044,-87.71530151,5,4,Consider,5,1.5,No,Flag,Chicago,Illinois,,CHicago,Illinois,,Chicago,Illinois,60629,1,,,1,english
38,31-40,Male,High school graduate,$62500 - $74999,White,Lockport,Illinois,60441,"Lockport, Illinois 60441",41.589475,-88.057837,21,2,2,2,3,5,5,5,3,4,1,1,1,2,2,2,4,,1,1,2,5,1,5,1,2,1,5,5,2,5,4,1,1,1,4,1,1,5,5,5,5,5,5,5,5,5,A2YGAEODJ5SSF6,R_3e2GCaqp5RxCT9I,41.60450745,-87.99559784,5,4,Consider,5,1.5,No,Flag,Chicago,Illinois,,Chicago,Illinois,,Lockport,Illinois,60441,21,,,1,English
49,41-50,Female,Some college no degree,$37500 - $49999,White,Schiller Park,Illinois,60176,"Schiller Park, Illinois 60176",41.954500,-87.869705,21,1,1,1,5,3,3,,3,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,5,1,1,5,3,1,1,1,1,1,1,5,5,3,5,5,5,5,5,5,A399GYOD60WD7M,R_1rff9kndPV6xP0M,41.92320251,-87.80570221,3,1,No,4.777777778,1,No,No,Chicago,Illinois,,Chicago,Illinois,,Elmwood Park,Illinois,60707,2,,,1,English
27,18-30,Male,Associates degree,$75000 - $87499,Asian,Chicago,Illinois,60626,"Chicago, Illinois 60626",42.009932,-87.663045,21,2,1,1,1,2,2,1,4,1,1,2,2,1,1,1,3,,3,1,1,2,1,2,2,1,2,3,1,1,4,2,2,3,1,2,1,1,5,5,5,5,3,3,5,5,3,A2541C8MY0BYV3,R_2wuGdNuZ8Cj8wTE,25.98249817,-80.34339905,3,3,No,4.333333333,1.666666667,No,No,Chicago,Illinois,,Chicago,Illinois,,Miami,Florida,33027,6,,,1,English
51,51-60,Female,Bachelors degree,$25000 - $37499,White,Montgomery,Illinois,60538,"Montgomery, Illinois 60538",41.730585,-88.345904,20,4,3,3,2,4,5,,2,3,3,2,2,2,4,2,2,4,1,3,4,1,1,1,2,1,3,4,2,3,4,3,1,1,1,1,1,2,5,5,5,4,4,5,5,5,3,A1ICLON5I25JP2,R_2WO6x9yLqPocMgR,35.7881012,-91.64579773,3,2,No,4.555555556,1.166666667,No,No,Aurora,Illinois,,Aurora,Illinois,,Batesville,Arkansas,72501,13,,,1,English
34,31-40,Male,Graduate degree (masters doctorate etc.),$12500 - $24999,White,Mount Vernon,Illinois,62864,"Mount Vernon, Illinois 62864",38.317271,-88.903120,18,2,4,4,4,4,4,4,2,5,5,1,2,5,5,4,2,,4,5,5,1,1,1,1,1,1,2,1,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,AMPMTF5IAAMK8,R_2YRKRIOC0ft54R4,38.3177948,-88.89209747,5,5,Consider,5,1.666666667,No,Flag,Johnston City,Illinois,,Granite City,Illinois,,Mount Vernon,Illinois,62864,30,,,1,English
35,31-40,Female,Some college no degree,$25000 - $37499,White,Fairview,Illinois,61432,"Fairview, Illinois 61432",40.633372,-90.163731,18,1,1,2,5,5,5,,2,4,5,2,3,4,3,2,4,5,2,3,5,1,1,1,1,1,2,2,3,5,3,3,3,2,1,2,1,3,5,5,5,5,4,5,4,5,5,A1GZXG6U0RZPDE,R_3lQPg7bXWTmkk42,47.73959351,-122.3426056,4,3,No,4.777777778,2,Consider,Flag,cANTON,Illinois,,Yates City,Illinois,,Seattle,Washington,98119,4,,,1,English
44,41-50,Female,Some college no degree,$12500 - $24999,White,Libertyville,Illinois,60048,"Libertyville, Illinois 60048",42.283078,-87.953130,18,3,1,2,4,3,5,5,1,4,5,2,5,1,2,1,5,,2,1,1,1,1,1,1,5,1,2,5,5,4,2,4,1,1,1,2,1,5,4,5,5,5,5,3,5,5,A3OQIVVNLXU5RL,R_1OHtLbbBAHpA4yo,42.35949707,-88.27339935,3,4,Consider,4.666666667,1.666666667,No,Flag,Palos Hills,Illinois,,Palos Hills,Illinois,,McHenry,Illinois,60050,10,,,1,English
36,31-40,Male,Bachelors degree,$62500 - $74999,White,STREATOR,Illinois,61350,"STREATOR, Illinois 61350",41.109195,-88.824276,14,5,4,4,4,5,4,,1,1,1,1,1,4,2,1,2,5,4,2,3,5,1,1,1,5,5,2,2,5,5,3,5,1,1,1,1,1,5,5,5,5,5,5,4,5,5,A36W7RZROOARHJ,R_24utwkukWEggk03,45.51539612,-122.4980011,4,5,Consider,4.888888889,1.666666667,No,Flag,Harvey,Indiana,,UNSURE,Illinois,,PORTLAND,Oregon,97266,7,,,1,ENGLISH
26,18-30,Female,Associates degree,$12500 - $24999,Asian,chicago,Illinois,00000,"chicago, Illinois",41.878113,-87.629798,13,3,3,4,3,5,4,4,2,4,3,5,4,5,4,3,4,,3,3,3,1,1,1,2,2,1,4,5,5,3,4,1,4,1,2,2,1,5,5,5,5,4,5,3,5,5,A28N4YR1LYTKOC,R_1Pd5oSOTmzCINLS,40.65759277,-111.8840027,3,4,Consider,4.666666667,1.833333333,No,Flag,los angeles,California,,michigan,Michigan,,seattle,Washington,98101,4,,,1,english
39,31-40,Female,Some college no degree,$25000 - $37499,White,Cicero,Illinois,60650,"Cicero, Illinois 60650",41.765553,-87.740345,12,3,3,2,3,5,3,5,3,3,1,2,2,2,1,1,2,,2,1,1,1,1,1,1,1,1,3,2,4,4,3,1,1,1,1,1,1,5,5,5,3,5,5,5,5,5,AZM83R37R6I5K,R_6t9O1mmPCUXXgSl,41.76060486,-88.32009888,3,1,No,4.777777778,1,No,No,Cicero,Illinois,,State College,Pennsylvania,,Aurora,Illinois,60504,4,,,1,English
36,31-40,Male,Bachelors degree,$62500 - $74999,White,Sleepy Hollow,Illinois,60118,"Sleepy Hollow, Illinois 60118",42.094192,-88.302580,10,2,2,2,2,3,3,,3,3,3,2,3,2,2,2,3,4,2,2,2,3,3,3,3,2,2,3,4,4,4,3,3,2,2,2,2,3,5,5,4,4,5,5,4,5,5,A3SZ66VCWNQLGS,R_qKFLZ7ZQoMo80p3,33.88209534,-84.70619965,4,3,No,4.666666667,2.333333333,Consider,Flag,Bloomfiled,New Jersey,,Garwood,New Jersey,,Atlanta,Georgia,30312,6,,,1,English
64,61_up,Male,Bachelors degree,$25000 - $37499,White,Hinsdale,Illinois,00000,"Hinsdale, Illinois",41.800864,-87.937005,10,5,5,5,5,5,5,,4,4,4,2,5,1,1,2,5,5,4,1,1,1,1,1,1,3,1,5,5,5,2,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,A36O6HV8LCXLJR,R_10T9T5GHVzj2VR9,35.16130066,-101.8789978,4,1,No,4.888888889,1,No,No,Chicago,Illinois,,Chicago,Illinois,,Canyon,Texas,79015,10,,,1,English
35,31-40,Male,Bachelors degree,$25000 - $37499,White,Warsaw,Indiana,46580,"Warsaw, Indiana 46580",41.2381,-85.853046,35,4,5,3,3,2,2,,3,4,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,1,3,2,1,3,2,3,1,2,2,1,1,2,4,5,4,5,2,5,5,5,5,A1JFQYGO8M6EWX,R_SQ1QjfCl2xiH5HH,39.85879517,-86.01329803,2,2,Consider,4.444444444,1.5,No,Flag,Green Bay,Wisconsin,,Sandusky,Ohio,,Warsaw,Indiana,46580,35,,,1,English
28,18-30,Transgender (MTF),Bachelors degree,$50000 - $62499,White,Jeffersonville,Indiana,47130,"Jeffersonville, Indiana 47130",38.277570,-85.737184,23,2,1,4,1,5,1,1,3,5,2,1,1,4,4,4,4,,3,4,4,2,2,2,1,3,1,3,4,3,5,3,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,A37RHQPON2RJYL,R_1igqEB0VN96Rmvc,29.522995,-98.52700043,5,2,No,5,1.666666667,No,No,Clarksville,Indiana,,Louisville,Kentucky,,San Antonio,Texas,78229,1,,,1,English
60,51-60,Male,Some college no degree,$12500 - $24999,White,Muncie,Indiana,47304,"Muncie, Indiana 47304",40.193376,-85.386359,15,3,3,2,1,5,1,1,2,5,1,1,1,3,3,2,1,,2,3,3,1,1,1,1,1,1,2,1,4,2,2,2,1,1,2,1,1,5,5,4,5,5,5,5,5,5,A3P74FP62XNVYI,R_3FXqxLQw4lMvwiZ,40.2368927,-85.46790314,4,2,No,4.888888889,1.333333333,No,No,Muncie,Indiana,,Muncie,Indiana,,Muncie,Indiana,47303,52,,,1,English
49,41-50,Female,Graduate degree (masters doctorate etc.),$62500 - $74999,White,elnora,Indiana,47529,"elnora, Indiana 47529",38.878380,-87.085843,10,2,3,4,4,4,4,,1,5,4,1,1,4,5,3,1,1,1,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,4,5,5,A3OSR3YW4IQRG4,R_3oNjQf5cuSa5lzA,39.24949646,-86.56169891,4,3,No,4.888888889,1.333333333,No,No,raglesville,Indiana,,elnora,Indiana,,bloomington,Indiana,47404,28,,,1,English
